Time (PDT),Temp.,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Conditions,Date
7:56,54.0 ,48.0 ,0.8,29.89 ,10.0 ,West,3.5 ,Scattered Clouds,5/2/2015
8:56,57.0 ,48.9 ,0.74,29.89 ,10.0 ,Calm,Calm,Scattered Clouds,5/2/2015
9:56,60.1 ,50.0 ,0.69,29.89 ,10.0 ,ENE,4.6 ,Partly Cloudy,5/2/2015
10:56,62.1 ,51.1 ,0.67,29.90 ,10.0 ,NNE,6.9 ,Partly Cloudy,5/2/2015
11:56,62.1 ,51.1 ,0.67,29.90 ,10.0 ,NNE,6.9 ,Partly Cloudy,5/2/2015
12:56,64.0 ,51.1 ,0.63,29.88 ,10.0 ,NW,15.0 ,Partly Cloudy,5/2/2015
13:56,66.0 ,51.1 ,0.59,29.86 ,10.0 ,NW,16.1 ,Partly Cloudy,5/2/2015
14:56,66.0 ,50.0 ,0.56,29.85 ,10.0 ,NW,17.3 ,Partly Cloudy,5/2/2015
15:56,64.9 ,50.0 ,0.58,29.84 ,10.0 ,WNW,20.7 ,Scattered Clouds,5/2/2015
16:56,63.0 ,48.9 ,0.6,29.83 ,10.0 ,WNW,20.7 ,Scattered Clouds,5/2/2015
17:56,61.0 ,48.9 ,0.64,29.83 ,10.0 ,WNW,16.1 ,Scattered Clouds,5/2/2015
18:56,59.0 ,48.9 ,0.69,29.83 ,10.0 ,WNW,16.1 ,Scattered Clouds,5/2/2015
19:56,57.0 ,48.0 ,0.72,29.83 ,10.0 ,WNW,11.5 ,Scattered Clouds,5/2/2015
20:56,55.0 ,48.0 ,0.77,29.86 ,10.0 ,WNW,8.1 ,Partly Cloudy,5/2/2015
21:56,55.0 ,46.9 ,0.74,29.88 ,10.0 ,WNW,8.1 ,Partly Cloudy,5/2/2015
22:56,54.0 ,46.0 ,0.75,29.89 ,10.0 ,WNW,5.8 ,Partly Cloudy,5/2/2015
23:56,54.0 ,46.9 ,0.77,29.89 ,10.0 ,NW,6.9 ,Partly Cloudy,5/2/2015
0:56,53.1 ,46.0 ,0.77,29.89 ,10.0 ,West,3.5 ,Scattered Clouds,5/3/2015
1:56,53.1 ,45.0 ,0.74,29.88 ,10.0 ,Calm,Calm,Scattered Clouds,5/3/2015
2:56,54.0 ,46.0 ,0.75,29.87 ,10.0 ,West,3.5 ,Mostly Cloudy,5/3/2015
3:56,53.1 ,46.0 ,0.77,29.87 ,10.0 ,SSW,5.8 ,Mostly Cloudy,5/3/2015
4:56,52.0 ,46.0 ,0.8,29.86 ,10.0 ,SW,3.5 ,Mostly Cloudy,5/3/2015
5:56,52.0 ,46.0 ,0.8,29.86 ,10.0 ,SW,4.6 ,Mostly Cloudy,5/3/2015
6:04,51.8 ,46.4 ,0.82,29.86 ,10.0 ,SW,4.6 ,Scattered Clouds,5/3/2015
7:26,53.6 ,46.4 ,0.77,29.88 ,10.0 ,SW,3.5 ,Scattered Clouds,5/3/2015
8:56,57.0 ,46.9 ,0.69,29.89 ,10.0 ,South,3.5 ,Scattered Clouds,5/3/2015
9:56,59.0 ,48.0 ,0.67,29.90 ,10.0 ,NE,6.9 ,Scattered Clouds,5/3/2015
10:56,61.0 ,48.9 ,0.64,29.91 ,10.0 ,NNE,5.8 ,Partly Cloudy,5/3/2015
11:56,62.1 ,50.0 ,0.65,29.92 ,10.0 ,NE,4.6 ,Partly Cloudy,5/3/2015
12:56,64.0 ,46.9 ,0.54,29.92 ,10.0 ,Variable,6.9 ,Partly Cloudy,5/3/2015
13:56,64.9 ,46.0 ,0.5,29.91 ,10.0 ,SSW,15.0 ,Partly Cloudy,5/3/2015
14:56,64.0 ,46.0 ,0.52,29.91 ,10.0 ,South,16.1 ,Partly Cloudy,5/3/2015
15:56,64.0 ,46.0 ,0.52,29.90 ,10.0 ,SSW,12.7 ,Partly Cloudy,5/3/2015
16:56,63.0 ,46.9 ,0.56,29.89 ,10.0 ,WSW,17.3 ,Scattered Clouds,5/3/2015
17:56,61.0 ,46.0 ,0.58,29.89 ,10.0 ,WSW,13.8 ,Scattered Clouds,5/3/2015
18:56,57.9 ,46.9 ,0.67,29.89 ,10.0 ,SW,13.8 ,Scattered Clouds,5/3/2015
19:56,55.9 ,46.0 ,0.69,29.90 ,10.0 ,WSW,13.8 ,Scattered Clouds,5/3/2015
20:56,55.0 ,46.0 ,0.72,29.92 ,10.0 ,WSW,9.2 ,Scattered Clouds,5/3/2015
21:56,54.0 ,46.0 ,0.75,29.93 ,10.0 ,SW,10.4 ,Partly Cloudy,5/3/2015
22:56,54.0 ,46.0 ,0.75,29.93 ,10.0 ,WSW,11.5 ,Partly Cloudy,5/3/2015
23:56,53.1 ,46.0 ,0.77,29.94 ,10.0 ,SW,12.7 ,Mostly Cloudy,5/3/2015
0:56,53.1 ,46.0 ,0.77,29.94 ,10.0 ,WSW,8.1 ,Overcast,5/4/2015
1:56,53.1 ,46.0 ,0.77,29.94 ,10.0 ,WSW,11.5 ,Overcast,5/4/2015
2:56,52.0 ,45.0 ,0.77,29.94 ,10.0 ,WSW,12.7 ,Overcast,5/4/2015
3:56,52.0 ,45.0 ,0.77,29.94 ,10.0 ,SW,5.8 ,Overcast,5/4/2015
4:56,52.0 ,45.0 ,0.77,29.94 ,10.0 ,West,13.8 ,Overcast,5/4/2015
5:56,52.0 ,46.0 ,0.8,29.95 ,10.0 ,WSW,5.8 ,Overcast,5/4/2015
6:56,52.0 ,46.0 ,0.8,29.97 ,10.0 ,Variable,3.5 ,Overcast,5/4/2015
7:56,52.0 ,45.0 ,0.77,29.98 ,10.0 ,WSW,8.1 ,Overcast,5/4/2015
8:56,53.1 ,46.0 ,0.77,29.99 ,10.0 ,West,11.5 ,Overcast,5/4/2015
9:56,53.1 ,46.0 ,0.77,29.99 ,10.0 ,WSW,8.1 ,Overcast,5/4/2015
10:56,53.1 ,46.0 ,0.77,30.00 ,10.0 ,WSW,12.7 ,Overcast,5/4/2015
11:29,55.4 ,46.4 ,0.72,30.00 ,10.0 ,West,18.4 ,Overcast,5/4/2015
12:56,57.9 ,46.9 ,0.67,30.00 ,10.0 ,WSW,16.1 ,Mostly Cloudy,5/4/2015
13:56,59.0 ,46.0 ,0.62,29.99 ,10.0 ,WSW,16.1 ,Mostly Cloudy,5/4/2015
14:23,60.8 ,46.4 ,0.59,29.99 ,10.0 ,WSW,15.0 ,Scattered Clouds,5/4/2015
15:16,59.0 ,46.4 ,0.63,29.99 ,10.0 ,West,17.3 ,Mostly Cloudy,5/4/2015
16:56,55.9 ,45.0 ,0.67,29.98 ,10.0 ,WSW,19.6 ,Mostly Cloudy,5/4/2015
17:56,55.9 ,45.0 ,0.67,29.97 ,10.0 ,West,15.0 ,Mostly Cloudy,5/4/2015
18:56,55.0 ,45.0 ,0.69,29.97 ,10.0 ,West,16.1 ,Mostly Cloudy,5/4/2015
19:56,54.0 ,45.0 ,0.72,29.98 ,10.0 ,West,13.8 ,Mostly Cloudy,5/4/2015
20:56,54.0 ,45.0 ,0.72,29.98 ,10.0 ,WSW,10.4 ,Mostly Cloudy,5/4/2015
21:56,54.0 ,45.0 ,0.72,29.99 ,10.0 ,SW,10.4 ,Mostly Cloudy,5/4/2015
22:56,53.1 ,45.0 ,0.74,29.98 ,10.0 ,SW,9.2 ,Mostly Cloudy,5/4/2015
23:24,53.6 ,44.6 ,0.72,29.97 ,10.0 ,SW,6.9 ,Scattered Clouds,5/4/2015
0:56,53.1 ,45.0 ,0.74,29.97 ,10.0 ,SSW,8.1 ,Partly Cloudy,5/5/2015
1:56,53.1 ,45.0 ,0.74,29.96 ,10.0 ,South,5.8 ,Partly Cloudy,5/5/2015
2:56,52.0 ,45.0 ,0.77,29.96 ,10.0 ,SW,8.1 ,Scattered Clouds,5/5/2015
3:56,52.0 ,45.0 ,0.77,29.96 ,10.0 ,SW,8.1 ,Scattered Clouds,5/5/2015
4:11,51.8 ,44.6 ,0.76,29.96 ,10.0 ,SW,8.1 ,Mostly Cloudy,5/5/2015
5:56,53.1 ,46.0 ,0.77,29.96 ,10.0 ,West,8.1 ,Mostly Cloudy,5/5/2015
6:56,53.1 ,45.0 ,0.74,29.96 ,10.0 ,SW,10.4 ,Overcast,5/5/2015
7:56,53.1 ,46.0 ,0.77,29.97 ,10.0 ,WSW,8.1 ,Overcast,5/5/2015
8:56,55.0 ,45.0 ,0.69,29.98 ,10.0 ,WSW,13.8 ,Mostly Cloudy,5/5/2015
9:56,57.0 ,46.0 ,0.67,29.98 ,10.0 ,WSW,15.0 ,Mostly Cloudy,5/5/2015
10:56,57.0 ,46.0 ,0.67,29.99 ,10.0 ,West,13.8 ,Mostly Cloudy,5/5/2015
11:56,60.1 ,46.0 ,0.6,29.98 ,10.0 ,WSW,12.7 ,Mostly Cloudy,5/5/2015
12:56,60.1 ,45.0 ,0.57,29.97 ,10.0 ,West,18.4 ,Scattered Clouds,5/5/2015
13:56,61.0 ,46.0 ,0.58,29.97 ,10.0 ,WSW,18.4 ,Scattered Clouds,5/5/2015
14:56,61.0 ,46.0 ,0.58,29.96 ,10.0 ,West,20.7 ,Partly Cloudy,5/5/2015
15:56,60.1 ,46.0 ,0.6,29.94 ,10.0 ,West,23.0 ,Mostly Cloudy,5/5/2015
16:56,59.0 ,45.0 ,0.6,29.93 ,10.0 ,West,24.2 ,Mostly Cloudy,5/5/2015
17:56,57.0 ,45.0 ,0.64,29.92 ,10.0 ,West,20.7 ,Mostly Cloudy,5/5/2015
18:56,55.9 ,45.0 ,0.67,29.91 ,9.0 ,WSW,18.4 ,Mostly Cloudy,5/5/2015
19:56,55.0 ,44.1 ,0.67,29.92 ,10.0 ,WSW,15.0 ,Mostly Cloudy,5/5/2015
20:56,54.0 ,44.1 ,0.69,29.92 ,10.0 ,West,16.1 ,Scattered Clouds,5/5/2015
21:56,54.0 ,45.0 ,0.72,29.93 ,10.0 ,WSW,12.7 ,Scattered Clouds,5/5/2015
22:56,53.1 ,45.0 ,0.74,29.93 ,10.0 ,WSW,12.7 ,Scattered Clouds,5/5/2015
23:56,53.1 ,45.0 ,0.74,29.93 ,10.0 ,West,12.7 ,Scattered Clouds,5/5/2015
0:56,52.0 ,45.0 ,0.77,29.92 ,10.0 ,WSW,11.5 ,Scattered Clouds,5/6/2015
1:40,51.8 ,44.6 ,0.76,29.91 ,10.0 ,WSW,10.4 ,Mostly Cloudy,5/6/2015
2:56,52.0 ,45.0 ,0.77,29.90 ,10.0 ,WSW,12.7 ,Mostly Cloudy,5/6/2015
3:56,51.1 ,44.1 ,0.77,29.89 ,10.0 ,West,16.1 ,Mostly Cloudy,5/6/2015
4:14,51.8 ,44.6 ,0.76,29.89 ,10.0 ,West,13.8 ,Scattered Clouds,5/6/2015
5:18,51.8 ,44.6 ,0.76,29.88 ,10.0 ,WSW,12.7 ,Mostly Cloudy,5/6/2015
6:35,51.8 ,44.6 ,0.76,29.88 ,8.0 ,West,10.4 ,Partly Cloudy,5/6/2015
7:56,53.1 ,44.1 ,0.71,29.89 ,10.0 ,West,6.9 ,Partly Cloudy,5/6/2015
8:56,55.0 ,45.0 ,0.69,29.90 ,10.0 ,West,4.6 ,Partly Cloudy,5/6/2015
9:56,57.9 ,46.9 ,0.67,29.90 ,10.0 ,ENE,5.8 ,Partly Cloudy,5/6/2015
10:56,57.9 ,46.9 ,0.67,29.89 ,10.0 ,East,6.9 ,Partly Cloudy,5/6/2015
11:56,61.0 ,48.0 ,0.62,29.88 ,10.0 ,ENE,5.8 ,Partly Cloudy,5/6/2015
12:37,64.4 ,44.6 ,0.49,29.88 ,10.0 ,WNW,16.1 ,Partly Cloudy,5/6/2015
13:56,63.0 ,46.0 ,0.54,29.86 ,10.0 ,West,16.1 ,Partly Cloudy,5/6/2015
14:56,63.0 ,46.0 ,0.54,29.85 ,10.0 ,WNW,20.7 ,Partly Cloudy,5/6/2015
15:56,63.0 ,45.0 ,0.52,29.84 ,10.0 ,West,20.7 ,Partly Cloudy,5/6/2015
16:56,61.0 ,43.0 ,0.52,29.83 ,10.0 ,West,27.6 ,Partly Cloudy,5/6/2015
17:56,60.1 ,44.1 ,0.55,29.82 ,10.0 ,West,28.8 ,Partly Cloudy,5/6/2015
18:56,57.0 ,44.1 ,0.62,29.81 ,10.0 ,West,17.3 ,Partly Cloudy,5/6/2015
19:56,55.0 ,44.1 ,0.67,29.82 ,10.0 ,West,21.9 ,Partly Cloudy,5/6/2015
20:56,53.1 ,45.0 ,0.74,29.83 ,10.0 ,West,18.4 ,Partly Cloudy,5/6/2015
21:56,53.1 ,45.0 ,0.74,29.83 ,10.0 ,West,21.9 ,Clear,5/6/2015
22:56,53.1 ,45.0 ,0.74,29.83 ,10.0 ,West,13.8 ,Partly Cloudy,5/6/2015
23:56,52.0 ,45.0 ,0.77,29.83 ,10.0 ,West,13.8 ,Partly Cloudy,5/6/2015
0:56,52.0 ,45.0 ,0.77,29.81 ,10.0 ,West,10.4 ,Partly Cloudy,5/7/2015
1:56,51.8 ,44.6 ,0.76,29.79 ,10.0 ,West,18.4 ,Clear,5/7/2015
2:56,51.1 ,44.1 ,0.77,29.77 ,10.0 ,West,13.8 ,Partly Cloudy,5/7/2015
3:56,51.1 ,44.1 ,0.77,29.77 ,10.0 ,West,19.6 ,Clear,5/7/2015
4:56,50.0 ,44.1 ,0.8,29.77 ,10.0 ,West,11.5 ,Scattered Clouds,5/7/2015
5:56,50.0 ,45.0 ,0.83,29.76 ,10.0 ,West,13.8 ,Scattered Clouds,5/7/2015
6:56,51.1 ,45.0 ,0.8,29.77 ,9.0 ,WSW,6.9 ,Mostly Cloudy,5/7/2015
7:56,53.1 ,45.0 ,0.74,29.78 ,9.0 ,West,5.8 ,Mostly Cloudy,5/7/2015
8:56,55.0 ,46.0 ,0.72,29.78 ,9.0 ,Calm,Calm,Scattered Clouds,5/7/2015
9:56,57.0 ,46.0 ,0.67,29.78 ,10.0 ,East,6.9 ,Mostly Cloudy,5/7/2015
10:56,60.1 ,45.0 ,0.57,29.77 ,10.0 ,East,4.6 ,Scattered Clouds,5/7/2015
11:56,61.0 ,42.1 ,0.5,29.77 ,10.0 ,West,13.8 ,Overcast,5/7/2015
12:05,60.8 ,41.0 ,0.48,29.77 ,10.0 ,West,12.7 ,Mostly Cloudy,5/7/2015
13:56,61.0 ,41.0 ,0.48,29.77 ,10.0 ,SW,5.8 ,Mostly Cloudy,5/7/2015
14:56,64.0 ,41.0 ,0.43,29.77 ,10.0 ,West,11.5 ,Mostly Cloudy,5/7/2015
15:56,66.0 ,39.0 ,0.37,29.75 ,10.0 ,West,12.7 ,Mostly Cloudy,5/7/2015
16:56,62.1 ,42.1 ,0.48,29.74 ,10.0 ,West,18.4 ,Mostly Cloudy,5/7/2015
17:56,62.1 ,41.0 ,0.46,29.75 ,10.0 ,West,13.8 ,Mostly Cloudy,5/7/2015
18:56,63.0 ,39.0 ,0.41,29.75 ,10.0 ,West,9.2 ,Scattered Clouds,5/7/2015
19:56,60.1 ,45.0 ,0.57,29.76 ,10.0 ,NW,11.5 ,Mostly Cloudy,5/7/2015
20:56,55.9 ,45.0 ,0.67,29.78 ,10.0 ,West,12.7 ,Mostly Cloudy,5/7/2015
21:56,54.0 ,46.0 ,0.75,29.78 ,10.0 ,West,5.8 ,Partly Cloudy,5/7/2015
22:56,54.0 ,46.0 ,0.75,29.79 ,10.0 ,NW,5.8 ,Partly Cloudy,5/7/2015
23:56,53.1 ,45.0 ,0.74,29.78 ,10.0 ,WNW,5.8 ,Partly Cloudy,5/7/2015
0:56,52.0 ,45.0 ,0.77,29.77 ,10.0 ,West,4.6 ,Partly Cloudy,5/8/2015
1:56,52.0 ,45.0 ,0.77,29.78 ,10.0 ,Calm,Calm,Partly Cloudy,5/8/2015
2:56,53.1 ,45.0 ,0.74,29.78 ,10.0 ,South,5.8 ,Partly Cloudy,5/8/2015
3:56,53.6 ,44.6 ,0.72,29.79 ,10.0 ,Calm,Calm,Partly Cloudy,5/8/2015
4:56,52.0 ,45.0 ,0.77,29.81 ,10.0 ,South,3.5 ,Partly Cloudy,5/8/2015
5:56,50.0 ,43.0 ,0.77,29.82 ,10.0 ,WSW,3.5 ,Partly Cloudy,5/8/2015
6:56,51.1 ,45.0 ,0.8,29.83 ,10.0 ,WNW,5.8 ,Partly Cloudy,5/8/2015
7:56,54.0 ,46.0 ,0.75,29.85 ,10.0 ,WNW,3.5 ,Partly Cloudy,5/8/2015
8:56,57.9 ,48.0 ,0.7,29.86 ,10.0 ,NE,5.8 ,Partly Cloudy,5/8/2015
9:56,59.0 ,48.0 ,0.67,29.88 ,10.0 ,NNE,4.6 ,Partly Cloudy,5/8/2015
10:56,61.0 ,48.9 ,0.64,29.89 ,10.0 ,NE,5.8 ,Partly Cloudy,5/8/2015
11:56,62.1 ,48.9 ,0.62,29.90 ,10.0 ,NE,4.6 ,Partly Cloudy,5/8/2015
12:56,63.0 ,50.0 ,0.63,29.90 ,10.0 ,NE,6.9 ,Partly Cloudy,5/8/2015
13:56,66.9 ,48.9 ,0.52,29.90 ,10.0 ,WNW,10.4 ,Partly Cloudy,5/8/2015
14:56,68.0 ,48.9 ,0.5,29.90 ,10.0 ,WNW,16.1 ,Partly Cloudy,5/8/2015
15:56,64.9 ,48.0 ,0.54,29.91 ,10.0 ,WNW,18.4 ,Partly Cloudy,5/8/2015
16:56,64.0 ,48.0 ,0.56,29.91 ,10.0 ,West,18.4 ,Scattered Clouds,5/8/2015
17:56,61.0 ,48.0 ,0.62,29.92 ,10.0 ,WNW,15.0 ,Scattered Clouds,5/8/2015
18:56,59.0 ,48.0 ,0.67,29.94 ,10.0 ,West,13.8 ,Partly Cloudy,5/8/2015
19:56,55.0 ,46.9 ,0.74,29.97 ,9.0 ,West,11.5 ,Partly Cloudy,5/8/2015
20:56,55.0 ,46.9 ,0.74,30.00 ,10.0 ,WSW,12.7 ,Partly Cloudy,5/8/2015
21:56,54.0 ,46.0 ,0.75,30.02 ,10.0 ,West,8.1 ,Partly Cloudy,5/8/2015
22:56,53.6 ,46.4 ,0.77,30.03 ,10.0 ,WSW,11.5 ,Partly Cloudy,5/8/2015
23:56,53.1 ,46.9 ,0.8,30.05 ,10.0 ,West,12.7 ,Partly Cloudy,5/8/2015
0:05,53.6 ,46.4 ,0.77,30.05 ,10.0 ,West,12.7 ,Mostly Cloudy,5/9/2015
1:56,53.6 ,46.4 ,0.77,30.06 ,10.0 ,SW,9.2 ,Overcast,5/9/2015
2:56,53.1 ,46.9 ,0.8,30.06 ,10.0 ,West,10.4 ,Overcast,5/9/2015
3:56,53.1 ,46.9 ,0.8,30.07 ,10.0 ,SW,8.1 ,Overcast,5/9/2015
4:56,53.1 ,46.9 ,0.8,30.08 ,10.0 ,West,8.1 ,Overcast,5/9/2015
5:56,53.1 ,46.9 ,0.8,30.08 ,10.0 ,West,5.8 ,Overcast,5/9/2015
6:56,53.1 ,46.9 ,0.8,30.10 ,10.0 ,SW,5.8 ,Overcast,5/9/2015
7:56,54.0 ,46.9 ,0.77,30.11 ,10.0 ,WSW,5.8 ,Overcast,5/9/2015
8:56,54.0 ,46.9 ,0.77,30.12 ,10.0 ,SW,4.6 ,Overcast,5/9/2015
9:40,55.4 ,46.4 ,0.72,30.12 ,10.0 ,WSW,5.8 ,Overcast,5/9/2015
10:56,55.9 ,48.0 ,0.75,30.12 ,10.0 ,West,9.2 ,Mostly Cloudy,5/9/2015
11:56,57.0 ,48.0 ,0.72,30.12 ,10.0 ,West,13.8 ,Mostly Cloudy,5/9/2015
12:56,60.1 ,48.9 ,0.67,30.11 ,10.0 ,West,12.7 ,Mostly Cloudy,5/9/2015
13:38,60.8 ,48.2 ,0.63,30.10 ,10.0 ,West,13.8 ,Scattered Clouds,5/9/2015
14:56,64.0 ,48.9 ,0.58,30.08 ,10.0 ,WNW,17.3 ,Partly Cloudy,5/9/2015
15:56,63.0 ,48.0 ,0.58,30.07 ,10.0 ,West,18.4 ,Partly Cloudy,5/9/2015
16:56,60.1 ,48.0 ,0.64,30.07 ,10.0 ,West,20.7 ,Partly Cloudy,5/9/2015
17:56,55.9 ,46.9 ,0.72,30.07 ,10.0 ,West,16.1 ,Scattered Clouds,5/9/2015
18:10,55.4 ,46.4 ,0.72,30.07 ,10.0 ,West,20.7 ,Scattered Clouds,5/9/2015
19:09,55.4 ,48.2 ,0.77,30.07 ,10.0 ,West,16.1 ,Mostly Cloudy,5/9/2015
20:56,54.0 ,48.0 ,0.8,30.09 ,10.0 ,West,15.0 ,Overcast,5/9/2015
21:56,54.0 ,48.0 ,0.8,30.10 ,10.0 ,West,16.1 ,Overcast,5/9/2015
22:56,54.0 ,48.0 ,0.8,30.10 ,10.0 ,West,12.7 ,Overcast,5/9/2015
23:26,53.6 ,48.2 ,0.82,30.10 ,10.0 ,West,8.1 ,Overcast,5/9/2015
0:56,53.1 ,48.0 ,0.83,30.10 ,10.0 ,WSW,11.5 ,Overcast,5/10/2015
1:56,52.0 ,46.9 ,0.83,30.09 ,10.0 ,West,11.5 ,Overcast,5/10/2015
2:56,52.0 ,46.9 ,0.83,30.08 ,10.0 ,WSW,8.1 ,Overcast,5/10/2015
3:56,52.0 ,46.9 ,0.83,30.07 ,10.0 ,West,10.4 ,Overcast,5/10/2015
4:56,52.0 ,46.9 ,0.83,30.07 ,10.0 ,West,10.4 ,Overcast,5/10/2015
5:49,51.8 ,46.4 ,0.82,30.07 ,10.0 ,WSW,6.9 ,Overcast,5/10/2015
6:56,52.0 ,46.9 ,0.83,30.08 ,10.0 ,WSW,8.1 ,Overcast,5/10/2015
7:56,52.0 ,46.0 ,0.8,30.09 ,10.0 ,WSW,13.8 ,Overcast,5/10/2015
8:56,53.1 ,46.9 ,0.8,30.09 ,10.0 ,WSW,9.2 ,Mostly Cloudy,5/10/2015
9:56,54.0 ,46.9 ,0.77,30.10 ,10.0 ,WSW,12.7 ,Mostly Cloudy,5/10/2015
10:56,55.9 ,46.9 ,0.72,30.09 ,10.0 ,West,13.8 ,Mostly Cloudy,5/10/2015
11:26,57.2 ,46.4 ,0.67,30.09 ,10.0 ,West,15.0 ,Mostly Cloudy,5/10/2015
12:28,59.0 ,46.4 ,0.63,30.08 ,10.0 ,WSW,18.4 ,Scattered Clouds,5/10/2015
13:56,61.0 ,46.9 ,0.6,30.07 ,10.0 ,WSW,19.6 ,Scattered Clouds,5/10/2015
14:56,60.1 ,46.9 ,0.62,30.06 ,10.0 ,West,18.4 ,Scattered Clouds,5/10/2015
15:56,60.1 ,46.9 ,0.62,30.04 ,10.0 ,West,24.2 ,Scattered Clouds,5/10/2015
16:56,59.0 ,46.9 ,0.64,30.03 ,10.0 ,West,19.6 ,Mostly Cloudy,5/10/2015
17:56,57.9 ,46.9 ,0.67,30.02 ,10.0 ,West,20.7 ,Scattered Clouds,5/10/2015
18:56,55.9 ,46.9 ,0.72,30.01 ,10.0 ,West,15.0 ,Scattered Clouds,5/10/2015
19:56,55.4 ,46.4 ,0.72,30.00 ,10.0 ,West,12.7 ,Mostly Cloudy,5/10/2015
20:56,55.0 ,46.0 ,0.72,30.00 ,10.0 ,West,11.5 ,Scattered Clouds,5/10/2015
21:56,55.0 ,46.9 ,0.74,30.00 ,10.0 ,WSW,8.1 ,Scattered Clouds,5/10/2015
22:56,54.0 ,46.9 ,0.77,30.00 ,10.0 ,West,4.6 ,Scattered Clouds,5/10/2015
23:56,54.0 ,46.9 ,0.77,29.99 ,10.0 ,WNW,6.9 ,Scattered Clouds,5/10/2015
0:56,53.1 ,48.0 ,0.83,29.98 ,10.0 ,WNW,9.2 ,Scattered Clouds,5/11/2015
1:56,53.1 ,48.0 ,0.83,29.97 ,10.0 ,West,8.1 ,Scattered Clouds,5/11/2015
2:56,53.1 ,48.0 ,0.83,29.97 ,10.0 ,WSW,15.0 ,Scattered Clouds,5/11/2015
3:56,53.1 ,46.9 ,0.8,29.97 ,10.0 ,WSW,18.4 ,Scattered Clouds,5/11/2015
4:43,53.6 ,48.2 ,0.82,29.96 ,10.0 ,West,13.8 ,Mostly Cloudy,5/11/2015
5:13,51.8 ,48.2 ,0.88,29.95 ,10.0 ,West,23.0 ,Mostly Cloudy,5/11/2015
6:56,52.0 ,46.9 ,0.83,29.96 ,10.0 ,WSW,24.2 ,Mostly Cloudy,5/11/2015
7:24,53.6 ,46.4 ,0.77,29.97 ,10.0 ,WSW,20.7 ,Mostly Cloudy,5/11/2015
8:56,55.0 ,46.9 ,0.74,29.98 ,10.0 ,WSW,23.0 ,Mostly Cloudy,5/11/2015
9:56,55.9 ,46.9 ,0.72,29.98 ,10.0 ,WSW,20.7 ,Mostly Cloudy,5/11/2015
10:49,57.2 ,46.4 ,0.67,29.97 ,10.0 ,WSW,27.6 ,Scattered Clouds,5/11/2015
11:56,59.0 ,46.9 ,0.64,29.99 ,10.0 ,WSW,24.2 ,Mostly Cloudy,5/11/2015
12:56,60.1 ,46.9 ,0.62,29.99 ,10.0 ,WSW,25.3 ,Mostly Cloudy,5/11/2015
13:02,60.8 ,46.4 ,0.59,29.99 ,10.0 ,West,26.5 ,Mostly Cloudy,5/11/2015
14:56,60.1 ,46.9 ,0.62,29.96 ,10.0 ,West,32.2 ,Scattered Clouds,5/11/2015
15:56,59.0 ,46.0 ,0.62,29.96 ,10.0 ,West,23.0 ,Mostly Cloudy,5/11/2015
16:56,59.0 ,45.0 ,0.6,29.94 ,10.0 ,West,25.3 ,Scattered Clouds,5/11/2015
17:56,57.0 ,45.0 ,0.64,29.92 ,10.0 ,West,20.7 ,Scattered Clouds,5/11/2015
18:56,55.9 ,44.1 ,0.64,29.88 ,10.0 ,West,25.3 ,Mostly Cloudy,5/11/2015
19:56,54.0 ,44.1 ,0.69,29.88 ,10.0 ,West,20.7 ,Mostly Cloudy,5/11/2015
20:56,53.1 ,44.1 ,0.71,29.90 ,10.0 ,West,21.9 ,Scattered Clouds,5/11/2015
21:56,53.1 ,45.0 ,0.74,29.89 ,10.0 ,West,29.9 ,Scattered Clouds,5/11/2015
22:56,52.0 ,45.0 ,0.77,29.91 ,10.0 ,West,26.5 ,Partly Cloudy,5/11/2015
23:56,52.0 ,44.1 ,0.74,29.90 ,10.0 ,West,21.9 ,Partly Cloudy,5/11/2015
0:56,52.0 ,44.1 ,0.74,29.90 ,10.0 ,West,23.0 ,Scattered Clouds,5/12/2015
1:56,51.8 ,44.6 ,0.76,29.89 ,10.0 ,West,17.3 ,Scattered Clouds,5/12/2015
2:56,51.1 ,44.1 ,0.77,29.88 ,10.0 ,West,20.7 ,Scattered Clouds,5/12/2015
3:56,51.1 ,44.1 ,0.77,29.89 ,10.0 ,West,29.9 ,Partly Cloudy,5/12/2015
4:56,51.1 ,44.1 ,0.77,29.88 ,10.0 ,West,27.6 ,Partly Cloudy,5/12/2015
5:56,51.1 ,44.1 ,0.77,29.91 ,10.0 ,West,28.8 ,Partly Cloudy,5/12/2015
6:56,52.0 ,44.1 ,0.74,29.94 ,10.0 ,West,25.3 ,Partly Cloudy,5/12/2015
7:56,53.1 ,44.1 ,0.71,29.95 ,10.0 ,West,24.2 ,Partly Cloudy,5/12/2015
8:56,55.0 ,44.1 ,0.67,29.96 ,10.0 ,West,24.2 ,Partly Cloudy,5/12/2015
9:56,57.0 ,43.0 ,0.59,29.95 ,10.0 ,West,26.5 ,Partly Cloudy,5/12/2015
10:56,57.0 ,43.0 ,0.59,29.97 ,10.0 ,West,28.8 ,Partly Cloudy,5/12/2015
11:56,59.0 ,43.0 ,0.55,29.98 ,10.0 ,West,26.5 ,Partly Cloudy,5/12/2015
12:56,61.0 ,43.0 ,0.52,29.97 ,10.0 ,West,25.3 ,Scattered Clouds,5/12/2015
13:56,61.0 ,42.1 ,0.5,29.97 ,10.0 ,West,28.8 ,Partly Cloudy,5/12/2015
